datetime,price,number,type
20231021044,45172,2,
20231021045,45207,7,
20231021046,45239,9,
20231021047,45211,1,
20231021048,45194,4,
20231021049,45179,9,
20231021050,45164,4,
20231021051,45164,4,
20231021052,45176,6,
20231021053,45149,9,
20231021054,45133,3,
20231021055,45143,3,
20231021056,45176,6,
20231021057,45156,6,
20231021058,45152,2,
20231021059,45129,9,
20231021060,45156,6,
20231021061,45178,8,
20231021062,45209,9,
20231021063,45218,8,
20231021064,45203,3,
20231021065,45204,4,
20231021066,45223,3,
20231021067,45259,9,
20231021068,45263,3,
20231021069,45254,4,
20231021070,45234,4,
20231021071,45231,1,
20231021072,45235,5,
20231021073,45222,2,
20231021074,45201,1,
20231021075,45218,8,
20231021076,45184,4,
20231021077,45201,1,
20231021078,45198,8,
20231021079,45198,8,
20231021080,45207,7,
20231021081,45184,4,
20231021082,45156,6,
20231021083,45155,5,
20231021084,45133,3,
20231021085,45136,6,
20231021086,45122,2,
20231021087,45111,1,
20231021088,45123,3,
20231021089,45158,8,
20231021090,45173,3,
20231021091,45182,2,
20231021092,45182,2,
20231021093,45197,7,
20231021094,45194,4,
20231021095,45169,9,
20231021096,45156,6,
20231021097,45182,2,
20231021098,45181,1,
20231021099,45167,7,
20231021100,45188,8,
20231021101,45154,4,
20231021102,45132,2,
20231021103,45126,6,
20231021104,45159,9,
20231021105,45187,7,
20231021106,45184,4,
20231021107,45189,9,
20231021108,45191,1,
20231021109,45193,3,
20231021110,45188,8,
20231021111,45167,7,
20231021112,45147,7,
20231021113,45116,6,
20231021114,45093,3,
20231021115,45083,3,
20231021116,45079,9,
20231021117,45076,6,
20231021118,45069,9,
20231021119,45066,6,
20231021120,45038,8,
20231021121,45053,3,
20231021122,45036,6,
20231021123,45056,6,
20231021124,45048,8,
20231021125,45034,4,
20231021126,45024,4,
20231021127,44992,2,
20231021128,45017,7,
20231021129,45047,7,
20231021130,45031,1,
20231021131,45053,3,
20231021132,45062,2,
20231021133,45077,7,
20231021134,45098,8,
20231021135,45082,2,
20231021136,45066,6,
20231021137,45070,0,
20231021138,45091,1,
20231021139,45127,7,
20231021140,45147,7,
20231021141,45147,7,
20231021142,45127,7,
20231021143,45116,6,
20231021144,45148,8,
20231021145,45153,3,
20231021146,45129,9,
20231021147,45116,6,
20231021148,45111,1,
20231021149,45131,1,
20231021150,45135,5,
20231021151,45111,1,
20231021152,45106,6,
20231021153,45116,6,
20231021154,45100,0,
20231021155,45128,8,
20231021156,45142,2,
20231021157,45136,6,
20231021158,45132,2,
20231021159,45134,4,
20231021160,45158,8,
20231021161,45152,2,
20231021162,45147,7,
20231021163,45167,7,
20231021164,45150,0,
20231021165,45149,9,
20231021166,45133,3,
20231021167,45119,9,
20231021168,45134,4,
20231021169,45106,6,
20231021170,45118,8,
20231021171,45128,8,
20231021172,45111,1,
20231021173,45111,1,
20231021174,45096,6,
20231021175,45087,7,
20231021176,45094,4,
20231021177,45094,4,
20231021178,45083,3,
20231021179,45090,0,
20231021180,45063,3,
20231021181,45089,9,
20231021182,45098,8,
20231021183,45124,4,
20231021184,45124,4,
20231021185,45159,9,
20231021186,45171,1,
20231021187,45158,8,
20231021188,45147,7,
20231021189,45179,9,
20231021190,45175,5,
20231021191,45161,1,
20231021192,45186,6,
20231021193,45164,4,
20231021194,45141,1,
20231021195,45157,7,
20231021196,45133,3,
20231021197,45156,6,
20231021198,45173,3,
20231021199,45176,6,
20231021200,45151,1,
20231021201,45133,3,
20231021202,45109,9,
20231021203,45092,2,
20231021204,45084,4,
20231021205,45082,2,
20231021206,45104,4,
20231021207,45089,9,
20231021208,45069,9,
20231021209,45084,4,
20231021210,45076,6,
20231021211,45107,7,
20231021212,45113,3,
20231021213,45108,8,
20231021214,45110,0,
20231021215,45132,2,
20231021216,45149,9,
20231021217,45163,3,
20231021218,45142,2,
20231021219,45143,3,
20231021220,45142,2,
20231021221,45117,7,
20231021222,45124,4,
20231021223,45121,1,
20231021224,45113,3,
20231021225,45098,8,
20231021226,45069,9,
20231021227,45075,5,
20231021228,45046,6,
20231021229,45031,1,
20231021230,45012,2,
20231021231,45023,3,
20231021232,45036,6,
20231021233,45029,9,
20231021234,45003,3,
20231021235,44981,1,
20231021236,44963,3,
20231021237,44939,9,
20231021238,44937,7,
20231021239,44936,6,
20231021240,44943,3,
20231021241,44916,6,
20231021242,44898,8,
20231021243,44914,4,
20231021244,44903,3,
20231021245,44928,8,
20231021246,44946,6,
20231021247,44937,7,
20231021248,44934,4,
20231021249,44932,2,
20231021250,44920,0,
20231021251,44936,6,
20231021252,44938,8,
20231021253,44953,3,
20231021254,44953,3,
20231021255,44934,4,
20231021256,44956,6,
20231021257,44934,4,
20231021258,44969,9,
20231021259,44948,8,
20231021260,44924,4,
20231021261,44947,7,
20231021262,44919,9,
20231021263,44893,3,
20231021264,44874,4,
20231021265,44860,0,
20231021266,44881,1,
20231021267,44917,7,
20231021268,44912,2,
20231021269,44922,2,
20231021270,44933,3,
20231021271,44957,7,
20231021272,44962,5,
20231021273,44989,7,
20231021274,44967,2,
20231021275,44968,1,
20231021276,44962,2,
20231021277,44958,1,
20231021278,44955,3,
20231021279,44937,8,
20231021280,44936,1,
20231021281,44944,4,
20231021282,44924,4,
20231021283,44910,8,
20231021284,44936,6,
20231021285,44915,1,
20231021286,44934,9,
20231021287,44952,8,
20231021288,44924,8,
20231021289,44900,4,
